okrug,opstina,naziv,mesto,latitude,longitude,geocoded_query
Колубарски управни округ,Мионица,"ОШ ""Војвода Живојин Мишић"", Рајковић",Рајковић,44.2269774,20.0064393,"Рајковић, Мионица, Serbia"
Колубарски управни округ,Мионица,"ОШ ""Милан Ракић"", Мионица (варошица)",Мионица,44.2511909,20.0853202,"""Милан Ракић"", Мионица, Мионица, Serbia"
Колубарски управни округ,Осечина,"ОШ ""Војвода Мишић"", Пецка",Пецка,44.2913117,19.5388061,"ОШ ""Војвода Мишић"", Пецка, Пецка, Serbia"
Колубарски управни округ,Осечина,"Образовно-васпитни центар ""Браћа Недић"", Осечина (варошица)",Осечина,44.3732538,19.5980833,"Осечина, Осечина, Serbia"
Колубарски управни округ,Уб,"ОШ ""Душан Даниловић"", Радљево",Радљево,44.4975891,20.1687501,"""Душан Даниловић"", Радљево, Радљево, Serbia"
Колубарски управни округ,Уб,"ОШ ""Милан Муњас"", Уб",Уб,44.455913,20.0714874,"ОШ ""Милан Муњас"", Уб, Уб, Serbia"
Колубарски управни округ,Уб,"ОШ ""Рајко Михаиловић"", Бањани",Бањани,44.5366345,19.9798544,"Бањани, Уб, Serbia"
Колубарски управни округ,Уб,"ОШ ""Свети Сава"", Памбуковица",Памбуковица,44.4428228,19.9219328,"Памбуковица, Уб, Serbia"
Косовски управни округ,Косово Поље,"ОШ ""Аца Маровић"", Косово Поље",Косово Поље,43.8002629,19.2895107,"Косово Поље, Косово Поље, Serbia"
Косовски управни округ,Косово Поље,"ОШ ""Угљаре"", Угљаре",Угљаре,42.6228633,21.0880953,"""Угљаре"", Угљаре, Kosovo"
Косовски управни округ,Липљан,"ОШ ""Браћа Аксић"", Липљан",Липљан,42.5245073,21.1190893,"""Браћа Аксић"", Липљан"
Косовски управни округ,Липљан,"ОШ ""Вук Караџић"", Лепина",Лепина,42.5664721,21.071812,"""Вук Караџић"", Лепина"
Косовски управни округ,Липљан,"ОШ ""Кнез Лазар"", Доња Гуштерица",Доња Гуштерица,42.5447994,21.1802303,"""Кнез Лазар"", Доња Гуштерица"
Косовски управни округ,Обилић,"ОШ ""Бранко Радичевић"", Обилић",Обилић,42.6872157,21.0703953,"""Бранко Радичевић"", Обилић"
Косовски управни округ,Обилић,"ОШ ""Милан Ракић"", Бабин Мост",Бабин Мост,42.7427947,21.0774471,"""Милан Ракић"", Бабин Мост"
Косовски управни округ,Обилић,"ОШ ""Свети Сава"", Племетина",Племетина,42.7082923,21.049295,"""Свети Сава"", Племетина"
Косовски управни округ,Приштина,"ОШ ""Миладин Митић"", Лапље Село",Лапље Село,42.5994331,21.141472,"""Миладин Митић"", Лапље Село"
Косовски управни округ,Приштина,"ОШ ""Свети Сава"", Сушица",Сушица,42.5826235,21.2054649,"""Свети Сава"", Сушица"
Косовско-митровачки управни округ,Звечан,"ОШ ""Вук Караџић"", Звечан",Звечан,45.171657,19.8077664,"Звечан, Звечан, Serbia"
Косовско-митровачки управни округ,Звечан,"ОШ ""Свети Сава"", Жеровница",Жеровница,42.931326,20.8054341,"""Свети Сава"", Жеровница"
Косовско-митровачки управни округ,Зубин Поток,"ОШ ""Благоје Радић"", Зупче",Зупче,42.9038623,20.7591717,"""Благоје Радић"", Зупче"
Косовско-митровачки управни округ,Косовска Митровица,"ОШ ""Бранко Радичевић"", Косовска Митровица",Косовска Митровица,42.8979268,20.8670672,"""Бранко Радичевић"", Косовска Митровица"
Косовско-митровачки управни округ,Косовска Митровица,"ОШ ""Владо Ћетковић"", Косовска Митровица",Косовска Митровица,42.8950071,20.8569102,"""Владо Ћетковић"", Косовска Митровица"
Косовско-митровачки управни округ,Косовска Митровица,"ОШ ""Десанка Максимовић"", Косовска Митровица",Косовска Митровица,42.8910254,20.8490932,"""Десанка Максимовић"", Косовска Митровица"
Косовско-митровачки управни округ,Косовска Митровица,"ОШ ""Свети Сава"", Косовска Митровица",Косовска Митровица,42.8948582,20.8645121,"""Свети Сава"", Косовска Митровица"
Косовско-митровачки управни округ,Лепосавић,"ОШ ""Лепосавић"", Лепосавић",Лепосавић,43.1055746,20.7985075,"""Лепосавић"", Лепосавић"
Косовско-поморавски управни округ,Витина,"ОШ ""Марко Рајковић"", Врбовац",Врбовац,42.3254467,21.4097739,"""Марко Рајковић"", Врбовац"
Косовско-поморавски управни округ,Витина,"ОШ ""Свети Сава"", Клокот",Клокот,42.3672656,21.3738334,"""Свети Сава"", Клокот"
Косовско-поморавски управни округ,Гњилане,"ОШ ""Доситеј Обрадовић"", Партеш",Партеш,42.4054935,21.4332705,"""Доситеј Обрадовић"", Партеш"
Косовско-поморавски управни округ,Гњилане,"ОШ ""Миладин Поповић"", Пасјане",Пасјане,42.4010435,21.4986529,"""Миладин Поповић"", Пасјане"
Косовско-поморавски управни округ,Косовска Каменица,"ОШ ""Трајко Перић"", Велико Ропотово",Велико Ропотово,42.5134262,21.5634292,"""Трајко Перић"", Велико Ропотово"
Косовско-поморавски управни округ,Ново Брдо,"ОШ ""Доситеј Обрадовић"", Прековце",Прековце,42.5755413,21.3973768,"""Доситеј Обрадовић"", Прековце"
Косовско-поморавски управни округ,Ново Брдо,"ОШ ""Миладин Поповић"", Бостане",Бостане,42.6006987,21.4265855,"""Миладин Поповић"", Бостане"
Косовско-поморавски управни округ,Ново Брдо,"ОШ ""Свети Сава"", Јасеновик",Јасеновик,42.5969238,21.4705112,"""Свети Сава"", Јасеновик"
Мачвански управни округ,Љубовија,"ОШ ""Петар Враголић"", Љубовија",Љубовија,44.1857481,19.3824571,"ОШ ""Петар Враголић"", Љубовија, Љубовија, Serbia"
Мачвански управни округ,Богатић,"ОШ ""Јанко Веселиновић"", Црна Бара",Црна Бара,44.8734604,19.3960902,"Црна Бара, Богатић, Serbia"
Мачвански управни округ,Богатић,"ОШ ""Вук Караџић"", Бадовинци",Бадовинци,44.7862871,19.3727838,"""Вук Караџић"", Бадовинци, Бадовинци, Serbia"
Мачвански управни округ,Богатић,"ОШ ""Лаза К. Лазаревић"", Клење",Клење,44.807222,19.434444,"Клење, Богатић, Serbia"
Мачвански управни округ,Богатић,"ОШ ""Мика Митровић"", Богатић",Богатић,44.8275631,19.4996768,"Богатић, Богатић, Serbia"
Мачвански управни округ,Богатић,"ОШ ""Никола Тесла"", Дубље",Дубље,44.8011073,19.5069462,"""Никола Тесла"", Дубље, Дубље, Serbia"
Мачвански управни округ,Богатић,"ОШ ""Цветин Бркић"", Глушци",Глушци,44.8893697,19.5482453,"""Цветин Бркић"", Глушци, Глушци, Serbia"
Мачвански управни округ,Владимирци,"ОШ ""Јован Цвијић"", Дебрц",Дебрц,44.622707,19.902695,"Дебрц, Владимирци, Serbia"
Мачвански управни округ,Владимирци,"ОШ ""Жика Поповић"", Владимирци",Владимирци,44.6158293,19.7851041,"Владимирци, Владимирци, Serbia"
Мачвански управни округ,Коцељева,"ОШ ""Мића Станојловић"", Коцељева",Коцељева,44.4656599,19.8160652,"""Мића Станојловић"", Коцељева, Коцељева, Serbia"
Мачвански управни округ,Крупањ,"ОШ ""Боривоје Ж. Милојевић"", Крупањ",Крупањ,44.365632,19.3628418,"Крупањ, Крупањ, Serbia"
Мачвански управни округ,Крупањ,"ОШ ""Жикица Јовановић Шпанац"", Бела Црква",Бела Црква,44.3940243,19.479348,"""Жикица Јовановић Шпанац"", Бела Црква, Бела Црква, Serbia"
Мачвански управни округ,Лозница,"ОШ ""14. октобар"", Драгинац",Драгинац,44.5104355,19.4170132,"""14. октобар"", Драгинац, Драгинац, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Јован Цвијић"", Лозница",Лозница,44.5309189,19.2239998,"""Јован Цвијић"", Лозница, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Анта Богићевић"", Лозница",Лозница,44.5309221,19.2237478,"Лозница, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Вера Благојевић"", Бања Ковиљача",Бања Ковиљача,44.5138269,19.1585984,"Бања Ковиљача, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Вук Караџић"", Липница",Липница,44.5605556,19.28,"Липница, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Вук Караџић"", Лозница",Лозница,44.531667,19.2236112,"""Вук Караџић"", Лозница, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Вукова спомен школа"", Тршић",Тршић,44.4958165,19.2704649,"Тршић, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Доситеј Обрадовић"", Клупци",Клупци,44.539006,19.2422026,"Клупци, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Кадињача"", Лозница",Лозница,44.5423562,19.2097591,"ОШ ""Кадињача"", Лозница, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Краљ Александар И Карађорђевић"", Јадранска Лешница",Јадранска Лешница,44.5991667,19.3536111,"Јадранска Лешница, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Мика Митровић"", Брезјак",Брезјак,44.5093079,19.3474441,"Брезјак, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Петар Тасић"", Лешница",Лешница,44.6525,19.31,"Лешница, Лозница, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Свети Сава"", Липнички Шор",Липнички Шор,44.5843668,19.2766622,"ОШ ""Свети Сава"", Липнички Шор, Липнички Шор, Serbia"
Мачвански управни округ,Лозница,"ОШ ""Степа Степановић"", Текериш",Текериш,44.5491863,19.5282215,"""Степа Степановић"", Текериш, Текериш, Serbia"
Мачвански управни округ,Мали Зворник,"ОШ ""Бранко Радичевић"", Мали Зворник",Мали Зворник,44.3781435,19.1066287,"ОШ ""Бранко Радичевић"", Мали Зворник, Мали Зворник, Serbia"
Мачвански управни округ,Мали Зворник,"ОШ ""Браћа Рибар"", Доња Борина",Доња Борина,44.4397662,19.1568273,"ОШ ""Браћа Рибар"", Доња Борина, Доња Борина, Serbia"
Мачвански управни округ,Мали Зворник,"ОШ ""Никола Тесла"", Велика Река",Велика Река,44.2670593,19.2361609,"""Никола Тесла"", Велика Река, Велика Река, Serbia"
Мачвански управни округ,Мали Зворник,"ОШ ""Стеван Филиповић"", Радаљ",Радаљ,44.4038889,19.1833333,"Радаљ, Мали Зворник, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Јанко Веселиновић"", Шабац",Шабац,44.7537272,19.6972243,"""Јанко Веселиновић"", Шабац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Јеврем Обреновић"", Шабац",Шабац,44.7490527,19.6983808,"ОШ ""Јеврем Обреновић"", Шабац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Јован Цвијић"", Змињак",Змињак,44.754722,19.470556,"Змињак, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Војвода Степа"", Липолист",Липолист,44.6981986,19.5012145,"Липолист, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Вук Караџић"", Шабац",Шабац,44.7584583,19.6873776,"""Вук Караџић"", Шабац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Доситеј Обрадовић"", Волујац",Волујац,44.6139894,19.6015864,"Волујац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Краљ Александар Карађорђевић"", Прњавор",Прњавор,44.700833,19.385278,"Прњавор, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Лаза К. Лазаревић"", Шабац",Шабац,44.7280395,19.7058216,"""Лаза К. Лазаревић"", Шабац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Мајур"", Мајур",Мајур,45.2518419,19.8714699,"ОШ ""Мајур"", Мајур, Мајур, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Ната Јеличић"", Шабац",Шабац,44.7607157,19.6892534,"ОШ ""Ната Јеличић"", Шабац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Николај Велимировић"", Шабац",Шабац,44.7532161,19.6917541,"ОШ ""Николај Велимировић"", Шабац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Свети Сава"", Шабац",Шабац,44.7579659,19.6869973,"ОШ ""Свети Сава"", Шабац, Шабац, Serbia"
Мачвански управни округ,Шабац,"ОШ ""Стојан Новаковић"", Шабац",Шабац,44.7337892,19.6997921,"ОШ ""Стојан Новаковић"", Шабац, Шабац, Serbia"
Моравички управни округ,Горњи Милановац,"ОШ ""Арсеније Лома"", Рудник",Рудник,44.1412112,20.4993034,"""Арсеније Лома"", Рудник, Рудник, Serbia"
Моравички управни округ,Горњи Милановац,"ОШ ""Десанка Максимовић"", Горњи Милановац",Горњи Милановац,44.0383001,20.4719857,"ОШ ""Десанка Максимовић"", Горњи Милановац, Горњи Милановац, Serbia"
Моравички управни округ,Горњи Милановац,"ОШ ""Иво Андрић"", Прањани",Прањани,44.0117846,20.2067187,"ОШ ""Иво Андрић"", Прањани, Прањани, Serbia"
Моравички управни округ,Горњи Милановац,"ОШ ""Краљ Александар I"", Горњи Милановац",Горњи Милановац,44.0225419,20.4601093,"ОШ ""Краљ Александар I"", Горњи Милановац, Горњи Милановац, Serbia"
Моравички управни округ,Горњи Милановац,"ОШ ""Момчило Настасијевић"", Горњи Милановац",Горњи Милановац,44.0281672,20.4631488,"ОШ ""Момчило Настасијевић"", Горњи Милановац, Горњи Милановац, Serbia"
Моравички управни округ,Горњи Милановац,"ОШ ""Свети Сава"", Горњи Милановац",Горњи Милановац,44.023762,20.4513564,"ОШ ""Свети Сава"", Горњи Милановац, Горњи Милановац, Serbia"
Моравички управни округ,Горњи Милановац,"ОШ ""Таковски устанак"", Таково",Таково,44.0444277,20.3883916,"ОШ ""Таковски устанак"", Таково, Таково, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Вучић Величковић"", Међуречје",Међуречје,43.5275043,20.2243026,"Међуречје, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Кирило Савић"", Ивањица",Ивањица,43.5751054,20.2377381,"""Кирило Савић"", Ивањица, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Мајор Илић"", Кушићи",Кушићи,43.5025327,20.1045353,"Кушићи, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Милан Вучићевић Зверац"", Братљево",Братљево,43.5011039,20.1623755,"Братљево, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Милинко Кушић"", Ивањица",Ивањица,43.5856414,20.2287321,"""Милинко Кушић"", Ивањица, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Мићо Матовић"", Катићи",Катићи,43.5703446,20.0542015,"Катићи, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Проф. др Недељко Кошанин"", Девићи",Девићи,43.4221987,20.3786607,"Девићи, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Светозар Марковић"", Ковиље",Ковиље,43.4147121,20.148797,"Ковиље, Ивањица, Serbia"
Моравички управни округ,Ивањица,"ОШ ""Сретен Лазаревић"", Прилике",Прилике,43.6321744,20.1502791,"Прилике, Ивањица, Serbia"
Моравички управни округ,Лучани,"ОШ ""Академик Миленко Шушић"", Гуча (варошица)",Гуча,43.7772932,20.2269416,"Гуча, Лучани, Serbia"
Моравички управни округ,Лучани,"ОШ ""Вук Караџић"", Каона",Каона,43.7113568,20.4068295,"Каона, Лучани, Serbia"
Моравички управни округ,Лучани,"ОШ ""Горачићи"", Горачићи",Горачићи,43.7723933,20.3356724,"""Горачићи"", Горачићи, Горачићи, Serbia"
Моравички управни округ,Лучани,"ОШ ""Котража"", Котража",Котража,43.7034681,20.2320387,"""Котража"", Котража, Котража, Serbia"
Моравички управни округ,Лучани,"ОШ ""Марко Пајић"", Вича",Вича,43.7211471,20.2997135,"Вича, Лучани, Serbia"
Моравички управни округ,Лучани,"ОШ ""Милан Благојевић"", Лучани (варошица)",Лучани,43.8606626,20.1419283,"""Милан Благојевић"", Лучани, Лучани, Serbia"
Моравички управни округ,Чачак,"ОШ ""22. децембар"", Доња Трепча",Доња Трепча,43.9168914,20.4732522,"""22. децембар"", Доња Трепча, Доња Трепча, Serbia"
Моравички управни округ,Чачак,"ОШ ""Ђенерал Марко Ђ. Катанић"", Бресница",Бресница,43.8732354,20.5895834,"""Ђенерал Марко Ђ. Катанић"", Бресница, Бресница, Serbia"
Моравички управни округ,Чачак,"ОШ ""Божо Томић"", Пријевор",Пријевор,43.9154116,20.2751878,"""Божо Томић"", Пријевор, Пријевор, Serbia"
Моравички управни округ,Чачак,"ОШ ""Бранислав Петровић"", Слатина",Слатина,43.8115326,20.474849,"Слатина, Чачак, Serbia"
Моравички управни округ,Чачак,"ОШ ""Владислав Петковић Дис"", Заблаће",Заблаће,43.8407375,20.4388944,"ОШ ""Владислав Петковић Дис"", Заблаће, Заблаће, Serbia"
Моравички управни округ,Чачак,"ОШ ""Вук Караџић"", Чачак",Чачак,43.8959634,20.3424426,"""Вук Караџић"", Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"ОШ ""Др Драгиша Мишовић"", Чачак",Чачак,43.8731797,20.3664758,"""Др Драгиша Мишовић"", Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"ОШ ""Милица Павловић"", Чачак",Чачак,43.8850359,20.3531979,"""Милица Павловић"", Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"ОШ ""Прељина"", Прељина",Прељина,43.9152777,20.4076559,"""Прељина"", Прељина, Прељина, Serbia"
Моравички управни округ,Чачак,"ОШ ""Ратко Митровић"", Чачак",Чачак,43.9040926,20.3618643,"""Ратко Митровић"", Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"ОШ ""Свети Сава"", Чачак",Чачак,43.867383,20.3697306,"ОШ ""Свети Сава"", Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"ОШ ""Свети ђакон Авакум"", Трнава",Трнава,43.8535169,20.3846596,"""Свети ђакон Авакум"", Трнава, Трнава, Serbia"
Моравички управни округ,Чачак,"ОШ ""Степа Степановић"", Горња Горевница",Горња Горевница,43.9507035,20.3014529,"""Степа Степановић"", Горња Горевница, Горња Горевница, Serbia"
Моравички управни округ,Чачак,"ОШ ""Танаско Рајић"", Чачак",Чачак,43.9033925,20.3569313,"""Танаско Рајић"", Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"ОШ ""Татомир Анђелић"", Мрчајевци",Мрчајевци,43.8691536,20.5330633,"""Татомир Анђелић"", Мрчајевци, Мрчајевци, Serbia"
Моравички управни округ,Чачак,"ОШ ""Филип Филиповић"", Чачак",Чачак,43.8839089,20.3453293,"""Филип Филиповић"", Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"Основна школа за образовање одраслих ""Чачак"", Чачак",Чачак,43.8899798,20.356164,"Чачак, Чачак, Serbia"
Моравички управни округ,Чачак,"Школа за основно и средње образовање ""1. новембар"", Чачак",Чачак,43.8858094,20.3388398,"Школа за основно и средње образовање ""1. новембар"", Чачак, Чачак, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Јован Јовановић Змај"", Алексиначки Рудник",Алексиначки Рудник,43.5563815,21.6911004,"ОШ ""Јован Јовановић Змај"", Алексиначки Рудник, Алексиначки Рудник, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Љупче Николић"", Алексинац",Алексинац,43.555178,21.7146141,"""Љупче Николић"", Алексинац, Алексинац, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Аца Синадиновић"", Лоћика",Лоћика,43.4378254,21.6987387,"""Аца Синадиновић"", Лоћика, Лоћика, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Вожд Карађорђе"", Алексинац",Алексинац,43.5290991,21.7380171,"""Вожд Карађорђе"", Алексинац, Алексинац, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Вук Караџић"", Житковац",Житковац,43.5075526,21.6958033,"""Вук Караџић"", Житковац, Житковац, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Десанка Максимовић"", Катун",Катун,43.4918782,21.7790755,"""Десанка Максимовић"", Катун, Катун, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Свети Сава"", Суботинац",Суботинац,43.6021084,21.690111,"""Свети Сава"", Суботинац, Суботинац, Serbia"
Нишавски управни округ,Алексинац,"ОШ ""Стојан Живковић Столе"", Трњане",Трњане,43.5398427,21.6297696,"""Стојан Живковић Столе"", Трњане, Трњане, Serbia"
Нишавски управни округ,Алексинац,"Основна школа за ученике са сметњама у развоју и инвалидитетом ""Смех и суза"", Алексинац",Алексинац,43.5217264,21.7320107,"Алексинац, Алексинац, Serbia"
Нишавски управни округ,Гаџин Хан,"ОШ ""Витко и Света"", Гаџин Хан",Гаџин Хан,43.2249547,22.0319515,"ОШ ""Витко и Света"", Гаџин Хан, Гаџин Хан, Serbia"
Нишавски управни округ,Дољевац,"ОШ ""Вук Караџић"", Дољевац",Дољевац,43.1995501,21.831606,"ОШ ""Вук Караџић"", Дољевац, Дољевац, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Ћеле-кула"", Ниш (Медијана)",Ниш,43.315799,21.925101,"ОШ ""Ћеле-кула"", Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Вожд Карађорђе"", Ниш (Медијана)",Ниш,43.3206699,21.9036993,"ОШ ""Вожд Карађорђе"", Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Доситеј Обрадовић"", Ниш (Медијана)",Ниш,43.3134286,21.8903612,"""Доситеј Обрадовић"", Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Др Зоран Ђинђић"", Брзи Брод",Брзи Брод,43.3125385,21.9670097,"""Др Зоран Ђинђић"", Брзи Брод, Брзи Брод, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Душан Радовић"", Ниш (Медијана)",Ниш,43.3191996,21.9320691,"ОШ ""Душан Радовић"", Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Радоје Домановић"", Ниш (Медијана)",Ниш,43.3192115,21.8891347,"""Радоје Домановић"", Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Ратко Вукићевић"", Ниш (Медијана)",Ниш,43.316208,21.9025813,"""Ратко Вукићевић"", Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Свети Сава"", Ниш (Медијана)",Ниш,43.3220644,21.9198564,"ОШ ""Свети Сава"", Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Учитељ Таса"" , Ниш (Медијана)",Ниш,43.3150763,21.8973641,"""Учитељ Таса"" , Ниш, Ниш, Serbia"
Нишавски управни округ,Медијана,"ОШ ""Цар Константин"", Ниш (Медијана)",Ниш,43.3175382,21.9166771,"""Цар Константин"", Ниш, Ниш, Serbia"
Нишавски управни округ,Мерошина,"ОШ ""Јастребачки партизани"", Мерошина",Мерошина,43.283922,21.7229576,"ОШ ""Јастребачки партизани"", Мерошина, Мерошина, Serbia"
Нишавски управни округ,Нишка Бања,"ОШ ""Ђура Јакшић"", Јелашница",Јелашница,43.293703,22.0579864,"ОШ ""Ђура Јакшић"", Јелашница, Јелашница, Serbia"
Нишавски управни округ,Нишка Бања,"ОШ ""Иван Горан Ковачић"", Нишка Бања",Нишка Бања,43.2958007,22.0050577,"ОШ ""Иван Горан Ковачић"", Нишка Бања, Нишка Бања, Serbia"
Нишавски управни округ,Нишка Бања,"ОШ ""Надежда Петровић"", Сићево",Сићево,43.341056,22.0864145,"ОШ ""Надежда Петровић"", Сићево, Сићево, Serbia"
Нишавски управни округ,Палилула (Ниш),"Гимназија ""Светозар Марковић"", Ниш (Палилула)",Ниш,43.3122055,21.8864273,"Гимназија ""Светозар Марковић"", Ниш, Ниш, Serbia"
Нишавски управни округ,Палилула (Ниш),"ОШ ""Бранко Миљковић"", Ниш (Палилула)",Ниш,43.3092802,21.9282778,"""Бранко Миљковић"", Ниш, Ниш, Serbia"
Нишавски управни округ,Палилула (Ниш),"ОШ ""Бранко Радичевић"", Габровац",Габровац,43.2804871,21.9263769,"""Бранко Радичевић"", Габровац, Габровац, Serbia"
Нишавски управни округ,Палилула (Ниш),"ОШ ""Бубањски хероји"", Ниш (Палилула)",Ниш,43.3095791,21.8548075,"""Бубањски хероји"", Ниш, Ниш, Serbia"
Нишавски управни округ,Палилула (Ниш),"ОШ ""Десанка Максимовић"", Чокот",Чокот,43.3073569,21.8159064,"""Десанка Максимовић"", Чокот, Чокот, Serbia"
Нишавски управни округ,Палилула (Ниш),"ОШ ""Коле Рашић"", Ниш (Палилула)",Ниш,43.3166079,21.877303,"Ниш, Палилула (Ниш), Serbia"
Нишавски управни округ,Палилула (Ниш),"ОШ ""Краљ Петар I"", Ниш (Палилула)",Ниш,43.3145914,21.8816024,"ОШ ""Краљ Петар I"", Ниш, Ниш, Serbia"
Нишавски управни округ,Палилула (Ниш),"ОШ ""Сретен Младеновић Мика"", Ниш (Палилула)",Ниш,43.3097504,21.9174944,"ОШ ""Сретен Младеновић Мика"", Ниш, Ниш, Serbia"
Нишавски управни округ,Палилула (Ниш),"Специјална школа са домом ученика ""Бубањ"", Ниш (Палилула)",Ниш,43.3166079,21.877303,"Ниш, Палилула (Ниш), Serbia"
Нишавски управни округ,Палилула (Ниш),"Школа за основно и средње образовање ""Царица Јелена"", Ниш (Палилула)",Ниш,43.3136151,21.873617,"Школа за основно и средње образовање ""Царица Јелена"", Ниш, Ниш, Serbia"
Нишавски управни округ,Пантелеј,"ОШ ""Јован Јовановић Змај"", Малча",Малча,43.3350133,22.0287317,"""Јован Јовановић Змај"", Малча, Малча, Serbia"
Нишавски управни округ,Пантелеј,"ОШ ""Његош"", Ниш (Пантелеј)",Ниш,43.3291104,21.9149833,"ОШ ""Његош"", Ниш, Ниш, Serbia"
Нишавски управни округ,Пантелеј,"ОШ ""Карађорђе"", Горњи Матејевац",Горњи Матејевац,43.3647031,21.9680964,"""Карађорђе"", Горњи Матејевац, Горњи Матејевац, Serbia"
Нишавски управни округ,Пантелеј,"ОШ ""Мирослав Антић"", Ниш (Пантелеј)",Ниш,43.32943,21.9370029,"ОШ ""Мирослав Антић"", Ниш, Ниш, Serbia"
Нишавски управни округ,Пантелеј,"ОШ ""Стеван Синђелић"", Каменица",Каменица,43.376122,21.9350933,"""Стеван Синђелић"", Каменица, Каменица, Serbia"
Нишавски управни округ,Пантелеј,"ОШ ""Стефан Немања"", Ниш (Пантелеј)",Ниш,43.3306111,21.9083273,"""Стефан Немања"", Ниш, Ниш, Serbia"
Нишавски управни округ,Пантелеј,"ОШ ""Чегар"", Ниш (Пантелеј)",Ниш,43.3327791,21.9287037,"ОШ ""Чегар"", Ниш, Ниш, Serbia"
Нишавски управни округ,Ражањ,"ОШ ""Вук Караџић"", Витошевац",Витошевац,43.745024,21.5814385,"""Вук Караџић"", Витошевац, Витошевац, Serbia"
Нишавски управни округ,Ражањ,"ОШ ""Иван Вушовић"", Ражањ",Ражањ,43.6755683,21.5484619,"""Иван Вушовић"", Ражањ, Ражањ, Serbia"
Нишавски управни округ,Сврљиг,"ОШ ""Добрила Стамболић"", Сврљиг",Сврљиг,43.4165254,22.1242676,"ОШ ""Добрила Стамболић"", Сврљиг, Сврљиг, Serbia"
Нишавски управни округ,Црвени крст,"ОШ ""Бранислав Нушић"", Доња Трнава",Доња Трнава,43.4224646,21.7814774,"""Бранислав Нушић"", Доња Трнава, Доња Трнава, Serbia"
Нишавски управни округ,Црвени крст,"ОШ ""Војислав Илић Млађи"", Хум",Хум,43.3746159,21.9021008,"""Војислав Илић Млађи"", Хум, Хум, Serbia"
