okrug,opstina,naziv,mesto,latitude,longitude,geocoded_query
Западнобачки управни округ,Сомбор,"ОШ ""Иво Лола Рибар"", Сомбор",Сомбор,45.776417,19.1071804,"ОШ ""Иво Лола Рибар"", Сомбор, Сомбор, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Киш Ференц"", Телечка",Телечка,45.7952488,19.3808096,"Телечка, Сомбор, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Лаза Костић"", Гаково",Гаково,45.9012919,19.0634967,"""Лаза Костић"", Гаково, Гаково, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Мирослав Антић"", Чонопља",Чонопља,45.812126,19.248848,"Чонопља, Сомбор, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Моша Пијаде"", Бачки Брег",Бачки Брег,45.9202642,18.9236489,"""Моша Пијаде"", Бачки Брег, Бачки Брег, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Никола Вукићевић"", Сомбор",Сомбор,45.7737157,19.115866,"""Никола Вукићевић"", Сомбор, Сомбор, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Никола Тесла"", Кљајићево",Кљајићево,45.7703765,19.2776627,"Кљајићево, Сомбор, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Огњен Прица"", Колут",Колут,45.8931774,18.9254233,"""Огњен Прица"", Колут, Колут, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Петар Кочић"", Риђица",Риђица,45.9927613,19.1046314,"ОШ ""Петар Кочић"", Риђица, Риђица, Serbia"
Западнобачки управни округ,Сомбор,"ОШ ""Петефи Шандор"", Дорослово",Дорослово,45.6074896,19.1879637,"Дорослово, Сомбор, Serbia"
Западнобачки управни округ,Сомбор,"Школа за основно и средње образовање са домом ""Вук Караџић"", Сомбор",Сомбор,45.7727397,19.1147036,"Сомбор, Сомбор, Serbia"
Западнобачки управни округ,Сомбор,"Школа за основно образовање одраслих, Сомбор",Сомбор,45.7727397,19.1147036,"Сомбор, Сомбор, Serbia"
Зајечарски управни округ,Бољевац,"ОШ ""9. српска бригада"", Бољевац",Бољевац,43.8294666,21.959433,"""9. српска бригада"", Бољевац, Бољевац, Serbia"
Зајечарски управни округ,Бољевац,"ОШ ""Ђорђе Симеоновић"", Подгорац",Подгорац,43.939562,21.9491077,"""Ђорђе Симеоновић"", Подгорац, Подгорац, Serbia"
Зајечарски управни округ,Бољевац,"ОШ ""Ђура Јакшић"", Сумраковац",Сумраковац,43.9428083,22.0309408,"""Ђура Јакшић"", Сумраковац, Сумраковац, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""15. мај"", Мали Јасеновац",Мали Јасеновац,44.0354133,22.4497033,"Мали Јасеновац, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Ђура Јакшић"", Зајечар",Зајечар,43.8539663,22.07192,"ОШ ""Ђура Јакшић"", Зајечар, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Јеремија Илић Јегор"", Рготина",Рготина,44.0078458,22.2711874,"Рготина, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Јован Јовановић Змај"", Салаш",Салаш,44.1126803,22.3211899,"""Јован Јовановић Змај"", Салаш, Салаш, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Љуба Нешић"", Зајечар",Зајечар,43.9026771,22.2756204,"ОШ ""Љуба Нешић"", Зајечар, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Љубица Радосављевић Нада"", Зајечар",Зајечар,43.9050103,22.2730719,"Зајечар, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Владислав Петковић Дис"", Грљан",Грљан,43.8598765,22.2933035,"ОШ ""Владислав Петковић Дис"", Грљан, Грљан, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Вук Караџић"", Велики Извор",Велики Извор,43.9263603,22.3314124,"Велики Извор, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Десанка Максимовић"", Зајечар",Зајечар,43.9018952,22.2758888,"ОШ ""Десанка Максимовић"", Зајечар, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Доситеј Обрадовић"", Вражогрнац",Вражогрнац,43.9612212,22.3169262,"Вражогрнац, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"ОШ ""Хајдук Вељко"", Зајечар",Зајечар,43.9102693,22.2618611,"""Хајдук Вељко"", Зајечар, Зајечар, Serbia"
Зајечарски управни округ,Зајечар,"Школа за основно и средње образовање ""Јелена Мајсторовић"", Зајечар",Зајечар,43.9015759,22.2747675,"Школа за основно и средње образовање ""Јелена Мајсторовић"", Зајечар, Зајечар, Serbia"
Зајечарски управни округ,Књажевац,"ОШ ""Вук Караџић"", Књажевац",Књажевац,43.5683573,22.2628487,"ОШ ""Вук Караџић"", Књажевац, Књажевац, Serbia"
Зајечарски управни округ,Књажевац,"ОШ ""Димитрије Тодоровић Каплар"", Књажевац",Књажевац,43.567551,22.250446,"ОШ ""Димитрије Тодоровић Каплар"", Књажевац, Књажевац, Serbia"
Зајечарски управни округ,Књажевац,"ОШ ""Дубрава"", Књажевац",Књажевац,43.5716659,22.2719564,"ОШ ""Дубрава"", Књажевац, Књажевац, Serbia"
